subject,trial,condition,channel,z_score,std,median,mad,iqr
OC01,Trial114,inner_speech,for,0.015564895129734841,1.0087338182038823,-0.19232093276314272,0.6639149603072442,1.3762270794056506
OC01,Trial114,inner_speech,fro,0.021579810319007638,1.0009945454870046,-0.17943489385634323,0.6654066132024061,1.395818677026863
OC01,Trial114,inner_speech,nek,0.005441258801776335,1.0411509512174746,-0.22065647950350264,0.6739816766844167,1.3917463863015471
OC01,Trial114,inner_speech,ooi,0.6034762347929683,1.4709470587249724,0.290653266030204,0.9284470188923014,1.9407822577422156
OC01,Trial114,inner_speech,zyg,-0.22169415803934098,0.8140573797809327,-0.378969024904918,0.5452537663173795,1.1219215745414948
OC01,Trial118,inner_speech,for,-0.020016777834307588,0.9768023464974743,-0.22244094600459233,0.644796188595318,1.343445052965156
OC01,Trial118,inner_speech,fro,-0.06807646435004645,0.9842168454586167,-0.28044169392350377,0.6386103193342066,1.32008876262197
OC01,Trial118,inner_speech,nek,0.020063796837446374,1.0264437809505562,-0.16719376426888238,0.6785428726794656,1.4033329781726027
OC01,Trial118,inner_speech,ooi,0.5907302031805363,1.4851730442359887,0.27257528776297824,0.9586012786290016,2.012072976196346
OC01,Trial118,inner_speech,zyg,-0.1528336078861604,0.8728902111475936,-0.32020525142193446,0.5811040040169109,1.1928413877760364
OC01,Trial121,inner_speech,for,0.025316900435797127,1.0105983612692797,-0.18411085890644396,0.6751815492645168,1.3894819269202996
OC01,Trial121,inner_speech,fro,-0.01669543948008559,0.9900410937145929,-0.238071003045106,0.6535606737357176,1.3900101524724335
OC01,Trial121,inner_speech,nek,0.1188059941103043,1.100981256293962,-0.11119462079596967,0.7232590414081836,1.5046315172076175
OC01,Trial121,inner_speech,ooi,0.5608413933448798,1.4675272565082706,0.21749299256293142,0.9147551494523043,1.9247226578922674
OC01,Trial121,inner_speech,zyg,-0.23019682516595044,0.8291889547273477,-0.4056029561979338,0.5476225499351854,1.1516674757526635
OC01,Trial122,inner_speech,for,0.005054957219885322,0.9970213044551292,-0.20228810095900082,0.6736794340768353,1.4077382754934211
OC01,Trial122,inner_speech,fro,-0.01650115243081995,0.989864813933203,-0.23541520163896434,0.6446453221175694,1.359884022969384
OC01,Trial122,inner_speech,nek,0.08085549788038338,1.0561477244158877,-0.13366447024438508,0.6950406414893596,1.4387196760779992
OC01,Trial122,inner_speech,ooi,0.5737833062361609,1.4477058975395725,0.27215788570887645,0.9337034613138251,1.964090961118996
OC01,Trial122,inner_speech,zyg,-0.24211896853017387,0.8222553829923984,-0.4157866207502524,0.5387651356332386,1.1308543080553402
OC01,Trial124,inner_speech,for,-0.0026946764225842888,1.008703368131853,-0.21828441211417776,0.6475736099735263,1.3442592906238682
OC01,Trial124,inner_speech,fro,-0.07707679884803727,0.9420380255623649,-0.24249312682223495,0.6241159694027502,1.2762549199471367
OC01,Trial124,inner_speech,nek,0.03137554970606858,1.0439704241994834,-0.19356462636795832,0.6749859925424845,1.4150009737647706
OC01,Trial124,inner_speech,ooi,0.5256590297089341,1.405317269949372,0.2276825722673506,0.8864412557881041,1.8305420535339016
OC01,Trial124,inner_speech,zyg,-0.23302086771964964,0.8255431166555413,-0.4095167227502623,0.5292490791649411,1.1264863760874035
OC01,Trial125,inner_speech,for,-0.04369014021028621,0.9686761058933618,-0.2440939870050791,0.6382951978490788,1.3305622104049746
OC01,Trial125,inner_speech,fro,-0.11267326548378878,0.9328762425504338,-0.30153919051669265,0.6067600960586124,1.2697431381976032
OC01,Trial125,inner_speech,nek,0.04731794759930796,1.0344336728597565,-0.16857310001570097,0.6811909597714687,1.4217079461536044
OC01,Trial125,inner_speech,ooi,0.5745604557547175,1.4645246025300436,0.2775159005843668,0.9422834759324106,1.9469632254487501
OC01,Trial125,inner_speech,zyg,-0.19000394325681896,0.8413933163067365,-0.35428977459031685,0.5602468086296006,1.1600412437321204
OC01,Trial128,inner_speech,for,0.01691817264932557,0.9956293070081317,-0.19249841878410906,0.6590353727443373,1.3724910548365856
OC01,Trial128,inner_speech,fro,-0.03940689020307102,0.9685071431938556,-0.2195906699352136,0.6491679319943073,1.3569978677267227
OC01,Trial128,inner_speech,nek,0.2074288751306457,1.1788439002795694,-0.05221958142471515,0.7486092652468057,1.5995386152734614
OC01,Trial128,inner_speech,ooi,0.48613705982120825,1.376169503206003,0.20952456571848405,0.8984476652605189,1.86600624186137
OC01,Trial128,inner_speech,zyg,-0.24933668929991076,0.8273218680938892,-0.4332546160257536,0.5289445109021677,1.098033302002174
OC01,Trial12,control_baseline,for,0.007060250480620027,0.9893197246240218,-0.19817571571762843,0.6479173504875327,1.3654134767245951
OC01,Trial12,control_baseline,fro,0.018844408584908587,1.0058925420933527,-0.19601204710348935,0.6658643498005159,1.3992103856809464
OC01,Trial12,control_baseline,nek,-0.057126258320860594,0.9484523439427128,-0.25567416091034356,0.6317521972802176,1.33426973277634
OC01,Trial12,control_baseline,ooi,-0.025195159431240247,0.9452166455494407,-0.20035932073766405,0.6437971618200553,1.3328939581170944
OC01,Trial12,control_baseline,zyg,-0.013588096425298707,0.9818315093930314,-0.21458729099411677,0.6554988381856788,1.3562496910119943
OC01,Trial130,inner_speech,for,0.02624973032461899,1.0231404990006157,-0.1801414294787289,0.6633006052010122,1.3791771415349532
OC01,Trial130,inner_speech,fro,0.005998306613986057,0.9993260101751485,-0.19147667426130147,0.6615912943561675,1.3776778901007238
OC01,Trial130,inner_speech,nek,0.1783064995714371,1.1624510603653258,-0.06722542914347446,0.7489470272397707,1.5593887570801512
OC01,Trial130,inner_speech,ooi,0.6146533269113847,1.5196942277504044,0.27023590407999865,0.9592387902818503,2.0121507268849115
OC01,Trial130,inner_speech,zyg,-0.24318730288150897,0.8197525859772515,-0.4078094468689271,0.5297844865021148,1.0978424262269608
OC01,Trial132,inner_speech,for,0.005829037876923952,0.9988161835049454,-0.22603997273249227,0.655518330264905,1.389137638287432
OC01,Trial132,inner_speech,fro,0.009800668645615733,1.011865523939859,-0.21255267851486292,0.6551947645862563,1.3915394986437346
OC01,Trial132,inner_speech,nek,0.15110267208093095,1.135323934427151,-0.091593486445388,0.7278103035134953,1.5444678376199004
OC01,Trial132,inner_speech,ooi,0.5869041790174726,1.4510282103537893,0.3014407374595995,0.9598873803580058,1.9613417148924097
OC01,Trial132,inner_speech,zyg,-0.2120161139529067,0.8248138473081414,-0.37801409671372116,0.5411372496761014,1.1312977782233418
OC01,Trial133,mind_wandering,for,-0.02951957251694083,0.9818957281806059,-0.23868946749691328,0.6508592679629006,1.361600241024316
OC01,Trial133,mind_wandering,fro,0.5452691792380754,1.7062276736389488,0.11581677036214567,0.8710507366666902,1.8715742363099954
OC01,Trial133,mind_wandering,nek,1.0481884828916757,1.9927476034470895,0.5310936303439637,1.1484114017384444,2.5245964670512615
OC01,Trial133,mind_wandering,ooi,2.4187003865087515,2.9594599202080114,1.7361321844134194,1.845582583707181,3.94330340586624
OC01,Trial133,mind_wandering,zyg,0.24848034196657226,1.2247541111179425,-0.034909284313156375,0.7577002973021931,1.5995855235034484
OC01,Trial135,mind_wandering,for,-0.006347612629265747,0.9956803641854622,-0.2175647831590795,0.6480165945153004,1.3497370763754948
OC01,Trial135,mind_wandering,fro,0.9898733671777269,2.067248922786515,0.4803515336900892,1.0900587108399273,2.2762657236128074
OC01,Trial135,mind_wandering,nek,0.9559366577343114,1.9356453185197648,0.4621230988333459,1.0866254765448589,2.352315789312059
OC01,Trial135,mind_wandering,ooi,0.9721700846580539,1.7615010255363026,0.5850919264730821,1.1315481929173772,2.3696405570666266
OC01,Trial135,mind_wandering,zyg,-0.04646712755936709,0.9596612980095378,-0.24836439046371406,0.6358994209052928,1.3152899232727668
OC01,Trial136,mind_wandering,for,0.008861434418491574,1.021353099853014,-0.21418390613251376,0.6479243640612717,1.3606796862869381
OC01,Trial136,mind_wandering,fro,0.38523731933759425,1.549071615701643,-0.004897803956064286,0.8148660749601763,1.75741936222007
OC01,Trial136,mind_wandering,nek,0.742479765782279,1.759917829294003,0.2712010168596186,1.0053237433790012,2.165257153011458
OC01,Trial136,mind_wandering,ooi,2.1796650808134737,2.918514437483815,1.4636050383418124,1.7409724952788057,3.679975540619657
OC01,Trial136,mind_wandering,zyg,0.06546814046233994,1.0812346748007053,-0.15976774482717984,0.6941684015533853,1.4515052450948138
OC01,Trial137,mind_wandering,for,-0.042111743440435126,0.9814924686396803,-0.2432673368913219,0.6418276174346346,1.3388362492595465
OC01,Trial137,mind_wandering,fro,0.04266015820832755,1.1994329716062682,-0.23333089766522608,0.6488626936666044,1.3728139857660036
OC01,Trial137,mind_wandering,nek,0.5418181824854771,1.6385497061017402,0.11674925277245068,0.8972374677317494,1.9159824993489663
OC01,Trial137,mind_wandering,ooi,1.4127377240950494,2.1633571346961724,0.945295428433828,1.313860871440184,2.7553075609348183
OC01,Trial137,mind_wandering,zyg,-0.08834868445532067,0.9279140424276725,-0.2709146746042691,0.6060718405019863,1.2581621033788246
OC01,Trial140,mind_wandering,for,-0.01660772465979914,0.9793769523006276,-0.20651203009945707,0.6563556772302848,1.3554886404842534
OC01,Trial140,mind_wandering,fro,0.012807757175828008,1.0501881935372241,-0.19298876104779425,0.6818935095470935,1.3956132754001285
OC01,Trial140,mind_wandering,nek,0.03977679337727623,1.011631514258348,-0.15226768033603402,0.6767456478097884,1.3815851958650254
OC01,Trial140,mind_wandering,ooi,1.182956761808175,1.9216469586573748,0.7578731412277273,1.2177978859119067,2.565228266461504
OC01,Trial140,mind_wandering,zyg,-0.0985841639675936,0.9516334301755143,-0.29112359185588854,0.6078701360332692,1.2585026493209936
OC01,Trial141,mind_wandering,for,-0.05302436826321209,0.9625116222556906,-0.2519272642085144,0.6277426024256941,1.3155224352341328
OC01,Trial141,mind_wandering,fro,0.04269466337637763,1.037840387188463,-0.18117569814412707,0.6799982657154315,1.4187567563626775
OC01,Trial141,mind_wandering,nek,0.11766147724396485,1.171985054277981,-0.16799073551524485,0.6952877251964742,1.4753366644348398
OC01,Trial141,mind_wandering,ooi,1.1092717967808947,1.9217751643123742,0.6654254001275923,1.1941775889722743,2.545295685973681
OC01,Trial141,mind_wandering,zyg,-0.07744187759717959,0.992333317900333,-0.31616334780607885,0.6033405806362883,1.2737527228799292
OC01,Trial17,mental_visualization,for,0.11088095120218087,1.0751724646315208,-0.11727874778143063,0.695874115113913,1.4644049328617612
OC01,Trial17,mental_visualization,fro,0.24554469745872015,1.186859695712943,-0.02114798158873398,0.7772282729072406,1.6641802042532992
OC01,Trial17,mental_visualization,nek,0.1719591882972993,1.1354302336293034,-0.06574474707168498,0.7417224055660998,1.5659936800474084
OC01,Trial17,mental_visualization,ooi,2.6465329197595304,3.2177970548566854,1.9024226695282243,1.9284121402652505,3.980989480330807
OC01,Trial17,mental_visualization,zyg,0.10342949393601593,1.1016600896449311,-0.12322619691022267,0.7083445365913108,1.4842193733349158
OC01,Trial19,mental_visualization,for,0.040511310496335495,1.0139058547966953,-0.15011392335537763,0.6730204415960459,1.3968935297263845
OC01,Trial19,mental_visualization,fro,0.07911629538458541,1.0970293841081316,-0.16379628049969577,0.6793328455917231,1.4096373394186976
OC01,Trial19,mental_visualization,nek,0.17963637127436022,1.12260639070307,-0.02082169474709355,0.764637706947646,1.5815003906991953
OC01,Trial19,mental_visualization,ooi,1.985958492851239,2.6524935156071963,1.3823968156316262,1.630651122233719,3.4095831554028497
OC01,Trial19,mental_visualization,zyg,0.18938456696105585,1.1797963040613288,-0.0660543212560426,0.7507221537233992,1.5727287301138007
OC01,Trial21,mental_visualization,for,0.044096448772312405,1.0520555177475235,-0.17879824326603305,0.6801482575581997,1.4289148271898466
OC01,Trial21,mental_visualization,fro,0.16217499265977134,1.1503827239175608,-0.09115570114896143,0.7397340640047965,1.5350421653423427
OC01,Trial21,mental_visualization,nek,0.19343888517255048,1.1580208336921287,-0.04864613597567565,0.7608842374615019,1.5638272249040541
OC01,Trial21,mental_visualization,ooi,2.2375105369027324,2.745625215344438,1.6184349667243605,1.7173366175176832,3.6298079004506416
OC01,Trial21,mental_visualization,zyg,0.21154295213187038,1.1867335067674705,-0.05644071014264812,0.7244253580118886,1.5273182884128689
OC01,Trial23,mental_visualization,for,0.021161676535422034,1.0107461066405352,-0.17820189179306317,0.6580522633662492,1.3796468402791584
OC01,Trial23,mental_visualization,fro,0.22925522235966955,1.18158075844757,-0.03460056442153073,0.769553305089858,1.6137921402997764
OC01,Trial23,mental_visualization,nek,0.1587390967528602,1.1636445171917948,-0.11007056662109152,0.7481365377672968,1.5685704732539363
OC01,Trial23,mental_visualization,ooi,2.1849744217769786,2.756323602299582,1.5662904043670096,1.7518080556702302,3.6439987475561395
OC01,Trial23,mental_visualization,zyg,0.12343397652323222,1.1428629210050225,-0.12621623434991544,0.7220104689554101,1.4977798964178342
OC01,Trial25,mental_visualization,for,0.020683302232146834,1.0170766743729995,-0.18174053001977977,0.6656338058272775,1.3800045359580349
OC01,Trial25,mental_visualization,fro,0.17459546292476183,1.1357253079404828,-0.07931395478565817,0.7461878789373451,1.573724233256144
OC01,Trial25,mental_visualization,nek,0.061914135810650466,1.0624469128360752,-0.1666798121648222,0.6851454258770742,1.4352761920059227
OC01,Trial25,mental_visualization,ooi,1.7483286421563677,2.4090870322286104,1.2094121844254415,1.522710640145974,3.154279297989108
OC01,Trial25,mental_visualization,zyg,0.019450394065338432,0.9962175613272762,-0.1688151291122074,0.6794610241072083,1.4099894993902735
OC01,Trial26,mental_visualization,for,0.038833555935911084,1.037527186993921,-0.1859717386270828,0.6656605169240596,1.3948179221533101
OC01,Trial26,mental_visualization,fro,0.12464136247881961,1.0871088128720476,-0.09444361420801964,0.7121707417687017,1.4909385970918587
OC01,Trial26,mental_visualization,nek,0.04089079995910226,1.0242965784613283,-0.15208752869254683,0.6715815169183297,1.3830466332093536
OC01,Trial26,mental_visualization,ooi,1.5866051953255669,2.2118663122901574,1.0987174396843455,1.430529821746684,2.9974368360201415
OC01,Trial26,mental_visualization,zyg,0.08572081148991258,1.0527795723881,-0.13295011182084676,0.6921114019487626,1.4527621370477897
OC01,Trial27,mental_visualization,for,0.0024538835938520917,1.0084491507595315,-0.21748162266888732,0.6583290081336888,1.3923884931157766
OC01,Trial27,mental_visualization,fro,0.2737142879922626,1.1989058384361209,0.057810474158683636,0.8043058757505108,1.6756787501084154
OC01,Trial27,mental_visualization,nek,0.05879169597138166,1.0541130701325867,-0.12676230076762568,0.6962035469480015,1.4218983001159702
OC01,Trial27,mental_visualization,ooi,1.5055616550613367,2.190400547466884,1.0262934683128253,1.4024497229406274,2.892140563698682
OC01,Trial27,mental_visualization,zyg,0.08846325695187443,1.060671821727246,-0.12534297808323488,0.6953773064839386,1.4411027541030301
OC01,Trial28,mental_visualization,for,0.027139172820765747,1.0091052657319128,-0.17416067389271805,0.6680985062480986,1.395628839409067
OC01,Trial28,mental_visualization,fro,0.1285327809751022,1.1186307522731147,-0.10575079231632427,0.7160803496939501,1.5115210222926319
OC01,Trial28,mental_visualization,nek,0.03026296581737851,1.0390019013992156,-0.19355183811942056,0.6658210395044262,1.393919347763473
OC01,Trial28,mental_visualization,ooi,1.6215122697948698,2.23045099648711,1.1527933645677186,1.4470915022886446,3.0249644047996593
OC01,Trial28,mental_visualization,zyg,0.10220141450537498,1.1157697242344058,-0.13970152651577805,0.6848412638331671,1.4279713408555668
OC01,Trial29,mental_visualization,for,0.0072284285385947385,0.9866473049754153,-0.18951315284441347,0.6640965137346638,1.4232711999992227
OC01,Trial29,mental_visualization,fro,0.19451355264932066,1.167851184627829,-0.05526250771297484,0.7874259383572428,1.641292817073126
OC01,Trial29,mental_visualization,nek,0.08089885676354,1.06953890624059,-0.15590100878289598,0.6963991112706773,1.4649045913680778
OC01,Trial29,mental_visualization,ooi,1.533249109283879,2.2029309831724735,1.071874824246441,1.3840286458771773,2.8911888075974024
OC01,Trial29,mental_visualization,zyg,0.10822227206153029,1.106387690912732,-0.13316888281994893,0.7127548356433716,1.4987905888792623
OC01,Trial2,control_baseline,for,0.006037788036680753,1.0228671772229265,-0.21939053166645528,0.652642369273869,1.3701394910940925
OC01,Trial2,control_baseline,fro,0.06621692745772922,1.0492484179042678,-0.15068954990657402,0.7022948268837482,1.466851705997319
OC01,Trial2,control_baseline,nek,-0.0011400502895800957,1.016094263564276,-0.21615570897342778,0.6393196824965562,1.3508617523871025
OC01,Trial2,control_baseline,ooi,-0.03451228420103745,0.9739891588832048,-0.2494140843836336,0.6335928008788326,1.3328098054042599
OC01,Trial2,control_baseline,zyg,0.0037193916328134378,1.0110110041595164,-0.21095775388736515,0.6462302440823106,1.3660410377876224
OC01,Trial32,mental_visualization,for,-0.07099244970921231,0.9559018026707099,-0.2754373971578984,0.6234158059158718,1.2900698919511604
OC01,Trial32,mental_visualization,fro,0.1508916999903709,1.1382323620078005,-0.10101919128251971,0.7318838089465527,1.5481906632880356
OC01,Trial32,mental_visualization,nek,0.1077008030217143,1.1012466352330237,-0.12904727149070677,0.7157467685529493,1.5021479537558338
OC01,Trial32,mental_visualization,ooi,1.130531062654531,1.9137837161469964,0.6864398918319592,1.185406483936517,2.539700945270062
OC01,Trial32,mental_visualization,zyg,-0.00754737028866045,1.0176066035038374,-0.23193912917065052,0.6575757557065021,1.367737709269453
OC01,Trial33,mental_visualization,for,0.03672372046132512,1.0140254043877661,-0.154287768096751,0.6867292159379154,1.409911642062244
OC01,Trial33,mental_visualization,fro,0.23678151287655855,1.1740281316727192,0.01340557262109319,0.7883937517383579,1.6250022213913344
OC01,Trial33,mental_visualization,nek,0.037841663678785276,1.0432168366902697,-0.18962412509131554,0.6776480618735994,1.4389797072580723
OC01,Trial33,mental_visualization,ooi,1.311951813832373,2.0395203681960057,0.8828508543406881,1.289682971198794,2.706891901641982
OC01,Trial33,mental_visualization,zyg,-0.011548176173421463,0.9731889335285779,-0.1895696228156688,0.6483789247741685,1.3502177728916487
OC01,Trial35,mental_visualization,for,0.01878439977954491,1.0038997001686825,-0.18830368378336163,0.6671930772448647,1.3814090800635928
OC01,Trial35,mental_visualization,fro,0.1972876231718509,1.1923374773591606,-0.07426293814666252,0.7216389739296599,1.5222132631383043
OC01,Trial35,mental_visualization,nek,0.03037536892350214,1.023054089634136,-0.1758108001545579,0.6756429568880895,1.404183381070611
OC01,Trial35,mental_visualization,ooi,1.3157226420410626,2.06599266938319,0.866031896734009,1.2859927504046595,2.7087955773560664
OC01,Trial35,mental_visualization,zyg,0.02538791168839271,1.0053595758296705,-0.18932474861887982,0.6610353540266403,1.3748353896226087
OC01,Trial36,mental_visualization,for,0.027947944900351733,1.0065849319877507,-0.18111230296001604,0.6658153662215638,1.4003331147008025
OC01,Trial36,mental_visualization,fro,0.2928639916023694,1.249043606171738,0.0335264408143381,0.8115710252368945,1.697271144964497
OC01,Trial36,mental_visualization,nek,0.06562458394198124,1.0685410833224296,-0.17895560645582553,0.6726959824153722,1.4170574953973638
OC01,Trial36,mental_visualization,ooi,1.217911829102108,2.0062052915702675,0.7556229829022123,1.256092086963101,2.659229836542888
OC01,Trial36,mental_visualization,zyg,0.040177786422904704,1.0164931365824295,-0.16863189230172204,0.6832513108720186,1.4168318271822868
OC01,Trial37,mental_visualization,for,-0.014267505429897704,1.0019395221378626,-0.20243287761047724,0.6676509048558119,1.381550386739469
OC01,Trial37,mental_visualization,fro,0.18885092212545154,1.166743508723742,-0.056795560930606684,0.743027475556837,1.5474451660191417
OC01,Trial37,mental_visualization,nek,0.08351071661027497,1.086857340448458,-0.1437237573916636,0.6963185091502233,1.4623781452721154
OC01,Trial37,mental_visualization,ooi,1.2305895562614477,1.9531338338919528,0.8454683975917843,1.2676002205842838,2.6244820507127207
OC01,Trial37,mental_visualization,zyg,-0.03762746443758306,0.9500622884769385,-0.2201160311159381,0.6319813536196699,1.2944084658783124
OC01,Trial38,mental_visualization,for,0.023049926656533663,1.003534147282141,-0.1868728191039623,0.6660773765331719,1.3816520768020824
OC01,Trial38,mental_visualization,fro,0.20527578154038362,1.239748953640005,-0.08009750140454053,0.7520252676189566,1.584514100708022
OC01,Trial38,mental_visualization,nek,0.06648850415461456,1.0569017060171169,-0.1616745075392288,0.6831835626068108,1.4445052151700852
OC01,Trial38,mental_visualization,ooi,1.5207417936852166,2.142503602653158,1.073726249104993,1.4198810846939747,2.954667574010353
OC01,Trial38,mental_visualization,zyg,-0.06789543253608211,0.9395435746842252,-0.25100140452188413,0.6220246785686374,1.2818777843058484
OC01,Trial3,control_baseline,for,0.01664982926409539,1.0055068851046687,-0.1885996738171468,0.6694650900879061,1.3811348286252318
OC01,Trial3,control_baseline,fro,-0.024908135900854948,0.9907587358777498,-0.2394196306999426,0.6366554100323556,1.32970571443546
OC01,Trial3,control_baseline,nek,0.009545941539208166,1.0132478843427648,-0.21076451273739857,0.6680181412342354,1.405053979435733
OC01,Trial3,control_baseline,ooi,-0.08047686203966224,0.9356017236092984,-0.2887921958394367,0.6109013992872084,1.2609669221637088
OC01,Trial3,control_baseline,zyg,-0.017661343345554477,0.985669538002933,-0.21556282160093068,0.6425785651980005,1.3461950855508489
OC01,Trial40,mental_visualization,for,0.05595359335328078,1.0350028303319185,-0.1577389454683641,0.6867073798899285,1.4076469155387579
OC01,Trial40,mental_visualization,fro,0.1305105170121079,1.1073748027396386,-0.0862650080661555,0.7279341637911309,1.5001681516262615
OC01,Trial40,mental_visualization,nek,-0.035990307325414056,0.9754470362151965,-0.22196566101213924,0.6460605646243334,1.306178054208397
OC01,Trial40,mental_visualization,ooi,1.123817147830901,1.90538165794095,0.7372555034246662,1.2255775647734906,2.5713012506609165
OC01,Trial40,mental_visualization,zyg,-0.09081920333529662,0.9435297845879401,-0.2957089684423627,0.6132223196296713,1.276680018150744
OC01,Trial41,mental_visualization,for,-0.02508930843154249,0.9675470871981353,-0.21503961243888306,0.6416550932222993,1.3374401747110145
OC01,Trial41,mental_visualization,fro,0.16230076931119064,1.145497525632696,-0.08911501311646114,0.752627126431353,1.589931218154828
OC01,Trial41,mental_visualization,nek,0.03923433688891137,1.0439515908227615,-0.18129323065144332,0.6836780007511589,1.4322163234255156
OC01,Trial41,mental_visualization,ooi,1.255121908920153,1.9556146877716807,0.8645875962420788,1.295564961895695,2.6927891867443865
OC01,Trial41,mental_visualization,zyg,-0.0334809072588702,0.9600474974830586,-0.23134958611105216,0.6365525659456033,1.349099479859865
OC01,Trial43,mental_visualization,for,0.02786273511359162,1.0133886305930906,-0.19211324358956944,0.6631171445170109,1.4074751567317159
OC01,Trial43,mental_visualization,fro,0.2132786602260504,1.2123326004851382,-0.06678524778961492,0.7358140735424903,1.5706469539005568
OC01,Trial43,mental_visualization,nek,0.014840268018978019,1.0232995059842132,-0.21187645662362528,0.6693596549016436,1.3914946981699234
OC01,Trial43,mental_visualization,ooi,1.035169866926846,1.8296988077089922,0.6329406702565199,1.153938997779564,2.4146039852419383
OC01,Trial43,mental_visualization,zyg,0.014388063706934679,1.0073080112095738,-0.17300763248631154,0.6747487917885555,1.4073377385430945
OC01,Trial44,mental_visualization,for,0.04708065324655941,1.0227516343343914,-0.14032477911092306,0.67270388479876,1.3894512197093207
OC01,Trial44,mental_visualization,fro,0.08476249768238235,1.089043452702064,-0.14192422735998853,0.6928942712536628,1.4326763456812166
OC01,Trial44,mental_visualization,nek,0.06116555586217345,1.0677301133674189,-0.16265415818593815,0.7025690113711274,1.4686568167205876
OC01,Trial44,mental_visualization,ooi,1.0982757398456107,1.894711727771264,0.6749781752997084,1.1881801500176454,2.4863653648387936
OC01,Trial44,mental_visualization,zyg,0.00423481665404367,0.993386646262013,-0.2021788246011305,0.6481617686884797,1.365768005543078
OC01,Trial45,mental_visualization,for,-0.003198558363300309,0.985684150670247,-0.19293449226060055,0.6531982073739007,1.3621457126288117
OC01,Trial45,mental_visualization,fro,0.12146321079498353,1.0941819316008707,-0.10740772653237463,0.7159667246867465,1.499660219294185
